case_id,crime_datetime,district,taluk,police_station,crime_category,crime_type,crime_severity,case_status,fir_registered,act_id,section_id
CR010599,2026-07-09 19:45:43,Hassan,Channarayapatna,Hassan CEN Crime PS,Rural Crime,Cattle Theft,Medium,Under Investigation,No,ACT001,SEC019
CR010600,2025-08-10 18:41:47,Kodagu,Madikeri,Madikeri Rural PS,Property Crime,Chain Snatching,Medium,Closed,Yes,ACT001,SEC004
CR010601,2025-07-10 05:58:33,Bengaluru Rural,Doddaballapura,Sarjapura PS,Property Crime,Vehicle Theft,Medium,Closed,Yes,ACT001,SEC003
CR010602,2025-07-28 22:47:56,Yadgir,Gurmitakal,Yadgiri Rural PS,Cyber Crime,UPI Fraud,Medium,Pending Trial,Yes,ACT002,SEC008
CR010603,2026-07-19 15:25:54,Belagavi,Khanapur,Malamaruthi PS,Economic Crime,Forgery,Medium,Pending Trial,Yes,ACT001,SEC015
CR010604,2025-03-16 05:42:01,Tumakuru,Kunigal,Huliyurdurga PS,Crime Against Women,Stalking,High,Under Investigation,Yes,ACT001,SEC013
CR010605,2024-10-16 01:53:02,Ballari,Siruguppa,Thoranagal PS,Rural Crime,Sand Mining,Medium,Pending Trial,Yes,ACT001,SEC021
CR010606,2026-07-05 14:59:37,Kalaburagi,Chittapur,Afzalpur PS,Rural Crime,Crop Theft,Medium,Closed,Yes,ACT001,SEC020
CR010607,2026-07-17 01:39:31,Raichur,Raichur,Manvi PS,Public Order,Illegal Gambling,Medium,Pending Trial,No,ACT007,SEC016
CR010608,2025-09-24 05:43:40,Hassan,Arkalgud,Nuggehalli PS,Violent Crime,Attempt to Murder,Critical,Charge Sheet Filed,Yes,ACT001,SEC002
CR010609,2024-09-06 20:09:46,Davanagere,Davanagere,Jagalur PS,Violent Crime,Assault,Critical,Pending Trial,Yes,ACT001,SEC006
CR010610,2026-02-11 10:22:47,Raichur,Maski,Idapanur PS,Violent Crime,Attempt to Murder,Critical,Under Investigation,Yes,ACT001,SEC002
CR010611,2024-11-21 03:56:32,Kolar,Srinivaspur,Champion Reefs PS,Property Crime,Shop Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR010612,2025-02-17 20:51:51,Hassan,Alur,Arasikere Town PS,Public Order,Rioting,Medium,Charge Sheet Filed,Yes,ACT001,SEC018
CR010613,2026-02-26 07:13:12,Yadgir,Hunasagi,Yadgiri Town PS,Property Crime,Shop Theft,Medium,Closed,Yes,ACT001,SEC003
CR010614,2025-09-03 20:25:21,Uttara Kannada,Karwar,Bhatkal Town PS,Crime Against Women,Stalking,High,Closed,Yes,ACT001,SEC013
CR010615,2026-03-13 22:12:10,Shivamogga,Sagar,Paper Town PS,Economic Crime,Forgery,Medium,Under Investigation,No,ACT001,SEC015
CR010616,2024-09-09 03:39:21,Shivamogga,Tirthahalli,Vinobanagara PS,Rural Crime,Sand Mining,Medium,Closed,Yes,ACT001,SEC021
CR010617,2025-01-31 17:09:01,Bagalkote,Badami,Bagalkot Town PS,Violent Crime,Assault,Critical,Charge Sheet Filed,Yes,ACT001,SEC006
CR010618,2026-01-31 00:06:43,Uttara Kannada,Sirsi,Sirsi Rural PS,Cyber Crime,Phishing,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR010619,2024-08-07 22:05:18,Raichur,Sirwar,Shakti Nagar PS,Public Order,Illegal Liquor,Medium,Charge Sheet Filed,Yes,ACT004,SEC017
CR010620,2024-10-29 00:13:23,Chitradurga,Chitradurga,Chitradurga Extension PS,Property Crime,Chain Snatching,Medium,Pending Trial,No,ACT001,SEC004
CR010621,2025-08-08 00:58:17,Chikkaballapura,Gudibanda,Chelur PS,Cyber Crime,OTP Scam,Medium,Pending Trial,Yes,ACT002,SEC009
CR010622,2025-09-21 17:56:31,Tumakuru,Gubbi,Kibbanhalli PS,Property Crime,House Burglary,Medium,Under Investigation,No,ACT001,SEC003
CR010623,2026-05-26 00:51:28,Tumakuru,Madhugiri,Arasikere PS,Rural Crime,Sand Mining,Medium,Under Investigation,Yes,ACT001,SEC021
CR010624,2026-03-13 11:04:00,Chitradurga,Hosdurga,Chitradurga Extension PS,Cyber Crime,Phishing,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR010625,2024-09-22 16:54:11,Hassan,Arsikere,Halebeedu PS,Cyber Crime,Phishing,Medium,Pending Trial,No,ACT002,SEC009
CR010626,2024-12-04 20:56:31,Yadgir,Gurmitakal,Yadgir Traffic PS,Rural Crime,Sand Mining,Medium,Closed,Yes,ACT001,SEC021
CR010627,2025-12-26 13:01:12,Shivamogga,Bhadravati,Doddapete PS,Cyber Crime,Phishing,Medium,Closed,Yes,ACT002,SEC009
CR010628,2024-11-30 20:46:27,Gadag,Mundargi,Gadag Rural PS,Economic Crime,Financial Fraud,Medium,Closed,Yes,ACT002,SEC014
CR010629,2025-01-27 01:39:51,Ballari,Ballari,Moka PS,Rural Crime,Sand Mining,Medium,Under Investigation,Yes,ACT001,SEC021
CR010630,2025-06-26 14:35:14,Mysuru,Hunsur,Alanahally PS,Cyber Crime,Phishing,Medium,Under Investigation,Yes,ACT002,SEC009
CR010631,2025-07-01 20:42:01,Chitradurga,Hosdurga,Chitradurga Extension PS,Public Order,Rioting,Medium,Under Investigation,Yes,ACT001,SEC018
CR010632,2025-01-03 15:28:33,Kalaburagi,Sedam,MB Nagar PS,Economic Crime,Financial Fraud,Medium,Pending Trial,Yes,ACT002,SEC014
CR010633,2024-12-25 22:38:26,Gadag,Gadag,Gajendragad PS,Property Crime,Chain Snatching,Medium,Closed,No,ACT001,SEC004
CR010634,2024-11-02 09:52:27,Belagavi,Chikodi,APMC Yard PS,Economic Crime,Financial Fraud,Medium,Pending Trial,No,ACT002,SEC014
CR010635,2025-10-25 07:54:13,Tumakuru,Tiptur,Arasikere PS,Violent Crime,Murder,Critical,Pending Trial,Yes,ACT001,SEC001
CR010636,2025-02-06 15:37:54,Belagavi,Khanapur,Ramadurga PS,Rural Crime,Cattle Theft,Medium,Under Investigation,Yes,ACT001,SEC019
CR010637,2024-10-12 12:03:10,Chikkaballapura,Gauribidanur,Chelur PS,Violent Crime,Murder,Critical,Closed,Yes,ACT001,SEC001
CR010638,2025-02-11 09:24:21,Kalaburagi,Kalaburagi,Brahmapur PS,Rural Crime,Sand Mining,Medium,Pending Trial,Yes,ACT001,SEC021
CR010639,2025-12-04 21:09:52,Uttara Kannada,Kumta,New Market PS,Property Crime,Vehicle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR010640,2026-06-27 08:55:39,Chikkaballapura,Chikkaballapura,Peresandra PS,Violent Crime,Assault,Critical,Closed,Yes,ACT001,SEC006
CR010641,2026-04-20 06:31:40,Koppal,Karatagi,Yelburga PS,Violent Crime,Murder,Critical,Closed,Yes,ACT001,SEC001
CR010642,2026-01-21 00:02:58,Chikkaballapura,Sidlaghatta,Nandi Giridhama PS,Cyber Crime,OTP Scam,Medium,Closed,Yes,ACT002,SEC009
CR010643,2025-04-27 12:17:37,Bengaluru Rural,Hosakote,Doddabelavangala PS,Rural Crime,Sand Mining,Medium,Closed,No,ACT001,SEC021
CR010644,2026-05-15 04:30:12,Belagavi,Bailahongala,Nesargi PS,Economic Crime,Financial Fraud,Medium,Closed,Yes,ACT002,SEC014
CR010645,2025-04-03 10:50:29,Belagavi,Savadatti,Shahapura PS,Cyber Crime,UPI Fraud,Medium,Under Investigation,Yes,ACT002,SEC008
CR010646,2026-06-30 07:23:23,Belagavi,Nippani,Malamaruthi PS,Cyber Crime,Phishing,Medium,Under Investigation,No,ACT002,SEC009
CR010647,2025-07-21 12:25:28,Chikkaballapura,Gudibanda,Nandi Giridhama PS,Violent Crime,Murder,Critical,Pending Trial,Yes,ACT001,SEC001
CR010648,2025-07-26 13:20:24,Tumakuru,Turuvekere,Tavarekere PS,Public Order,Rioting,Medium,Closed,Yes,ACT001,SEC018
CR010649,2025-11-12 01:24:28,Chitradurga,Hiriyur,Chitradurga CEN Crime PS,Crime Against Women,Domestic Violence,High,Charge Sheet Filed,Yes,ACT001,SEC012
CR010650,2026-01-23 06:05:33,Vijayanagara,Kudligi,Bellary Traffic PS,Rural Crime,Crop Theft,Medium,Pending Trial,Yes,ACT001,SEC020
CR010651,2026-05-15 23:19:53,Chamarajanagar,Hanur,Chamarajanagar Traffic PS,Economic Crime,Forgery,Medium,Closed,Yes,ACT001,SEC015
CR010652,2026-06-04 07:29:49,Bengaluru Urban,Yelahanka,H.A.L. PS,Rural Crime,Cattle Theft,Medium,Closed,Yes,ACT001,SEC019
CR010653,2026-01-16 23:58:51,Belagavi,Belagavi,Ankali PS,Property Crime,Chain Snatching,Medium,Pending Trial,No,ACT001,SEC004
CR010654,2024-12-16 08:31:08,Bengaluru Urban,Bengaluru North,HSR Layout PS,Cyber Crime,Phishing,Medium,Closed,No,ACT002,SEC009
CR010655,2025-03-14 15:36:19,Tumakuru,Tumakuru,Tiptur Town PS,Rural Crime,Cattle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC019
CR010656,2024-08-18 07:00:01,Ballari,Siruguppa,Ballari CEN Crime PS,Cyber Crime,OTP Scam,Medium,Under Investigation,Yes,ACT002,SEC009
CR010657,2024-08-28 10:00:19,Uttara Kannada,Sirsi,Ambikanagar PS,Cyber Crime,UPI Fraud,Medium,Charge Sheet Filed,Yes,ACT002,SEC008
CR010658,2025-08-10 12:32:11,Belagavi,Khanapur,Gokak Rural PS,Economic Crime,Financial Fraud,Medium,Pending Trial,Yes,ACT002,SEC014
CR010659,2026-02-01 22:45:43,Kalaburagi,Yadrami,Ashoknagar PS,Economic Crime,Cheating,Medium,Charge Sheet Filed,Yes,ACT001,SEC005
CR010660,2025-06-22 06:47:03,Belagavi,Ramdurg,Chikkodi Town Traffic PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR010661,2025-10-31 02:49:02,Tumakuru,Koratagere,Kunigal PS,Cyber Crime,UPI Fraud,Medium,Closed,No,ACT002,SEC008
CR010662,2024-10-11 19:46:07,Chikkaballapura,Chintamani,Nandi Giridhama PS,Cyber Crime,OTP Scam,Medium,Under Investigation,Yes,ACT002,SEC009
CR010663,2024-08-18 18:19:12,Mandya,Nagamangala,Srirangapatna PS,Cyber Crime,Phishing,Medium,Pending Trial,Yes,ACT002,SEC009
CR010664,2025-05-31 21:24:11,Kolar,Kolar,Champion Reefs PS,Crime Against Women,Stalking,High,Pending Trial,Yes,ACT001,SEC013
CR010665,2024-08-13 17:50:47,Yadgir,Gurmitakal,Yadgir Women PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR010666,2024-10-14 18:36:54,Bengaluru Rural,Hosakote,Nelamangala Rural PS,Crime Against Women,Sexual Harassment,High,Charge Sheet Filed,Yes,ACT001,SEC007
CR010667,2025-08-27 10:56:56,Chitradurga,Molakalmuru,Srirampura PS,Economic Crime,Forgery,Medium,Pending Trial,Yes,ACT001,SEC015
CR010668,2024-10-05 18:54:00,Dharwad,Dharwad,Navalgund PS,Economic Crime,Cheating,Medium,Under Investigation,Yes,ACT001,SEC005
CR010669,2025-03-18 04:31:36,Bengaluru Rural,Hosakote,Bengaluru CEN Crime PS,Violent Crime,Robbery,Critical,Under Investigation,Yes,ACT001,SEC004
CR010670,2025-05-23 21:58:50,Chitradurga,Holalkere,Chitrahalli Gate PS,Cyber Crime,Phishing,Medium,Closed,Yes,ACT002,SEC009
CR010671,2025-04-27 20:31:13,Mysuru,Piriyapatna,Nanjanagudu Town PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR010672,2024-08-08 08:24:29,Bengaluru South,Harohalli,Bidadi PS,Crime Against Women,Sexual Harassment,High,Charge Sheet Filed,Yes,ACT001,SEC007
CR010673,2026-03-25 00:14:08,Davanagere,Davanagere,RMC Yard PS,Rural Crime,Crop Theft,Medium,Closed,Yes,ACT001,SEC020
CR010674,2026-06-07 04:04:20,Uttara Kannada,Yellapur,Murudeshwar PS,Cyber Crime,Phishing,Medium,Closed,Yes,ACT002,SEC009
CR010675,2024-09-25 07:21:57,Davanagere,Channagiri,Vidyanagar PS,Cyber Crime,OTP Scam,Medium,Pending Trial,Yes,ACT002,SEC009
CR010676,2026-05-28 22:37:42,Kalaburagi,Jevargi,Ragavendranagar PS,Violent Crime,Robbery,Critical,Under Investigation,Yes,ACT001,SEC004
CR010677,2026-02-03 06:12:25,Haveri,Hangal,Hirekerur PS,Cyber Crime,Phishing,Medium,Closed,No,ACT002,SEC009
CR010678,2025-09-28 05:54:19,Tumakuru,Turuvekere,New Extention PS,Public Order,Illegal Liquor,Medium,Charge Sheet Filed,Yes,ACT004,SEC017
CR010679,2026-03-03 15:41:36,Mandya,Krishnarajpet,Shivalli PS,Property Crime,House Burglary,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR010680,2025-05-15 06:36:18,Bengaluru Urban,Anekal,Basavanagudi Traffic PS,Crime Against Women,Domestic Violence,High,Charge Sheet Filed,Yes,ACT001,SEC012
CR010681,2025-06-14 16:07:37,Belagavi,Nippani,Belagavi Rural PS,Economic Crime,Forgery,Medium,Charge Sheet Filed,No,ACT001,SEC015
CR010682,2025-04-18 15:13:46,Hassan,Arkalgud,Arehalli PS,Crime Against Women,Stalking,High,Closed,Yes,ACT001,SEC013
CR010683,2025-04-04 13:05:48,Bidar,Bidar,Basava Kalyana Town PS,Cyber Crime,OTP Scam,Medium,Closed,Yes,ACT002,SEC009
CR010684,2024-12-25 15:34:27,Uttara Kannada,Supa,Karwar Traffic PS,Crime Against Women,Domestic Violence,High,Closed,No,ACT001,SEC012
CR010685,2026-03-05 16:19:37,Kolar,Bangarapet,Oorgaum PS,Violent Crime,Murder,Critical,Pending Trial,Yes,ACT001,SEC001
CR010686,2024-10-28 18:36:56,Chitradurga,Hosdurga,Chitradurga CEN Crime PS,Crime Against Women,Domestic Violence,High,Charge Sheet Filed,Yes,ACT001,SEC012
CR010687,2025-07-31 12:00:27,Chikkaballapura,Chikkaballapura,Peresandra PS,Property Crime,House Burglary,Medium,Pending Trial,No,ACT001,SEC003
CR010688,2024-11-18 05:19:56,Shivamogga,Tirthahalli,Shimoga Traffic PS,Economic Crime,Forgery,Medium,Charge Sheet Filed,Yes,ACT001,SEC015
CR010689,2025-06-30 05:43:38,Bengaluru Rural,Doddaballapura,Doddaballapura Rural PS,Property Crime,Chain Snatching,Medium,Pending Trial,Yes,ACT001,SEC004
CR010690,2025-03-21 14:55:36,Tumakuru,Tiptur,Tumkur Traffic PS,Crime Against Women,Stalking,High,Pending Trial,Yes,ACT001,SEC013
CR010691,2025-10-25 00:06:56,Belagavi,Mudalgi,Kakati PS,Public Order,Rioting,Medium,Pending Trial,Yes,ACT001,SEC018
CR010692,2024-09-12 10:18:24,Tumakuru,Tiptur,Medigeshi PS,Rural Crime,Crop Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC020
CR010693,2026-02-20 21:04:33,Chikkamagaluru,Kadur,Jayapura PS,Violent Crime,Assault,Critical,Closed,Yes,ACT001,SEC006
CR010694,2026-03-26 15:24:40,Raichur,Manvi,Manvi PS,Public Order,Illegal Gambling,Medium,Closed,Yes,ACT007,SEC016
CR010695,2025-12-06 23:45:14,Uttara Kannada,Siddapur,Murudeshwar PS,Crime Against Women,Stalking,High,Pending Trial,Yes,ACT001,SEC013
CR010696,2024-10-20 16:11:35,Mysuru,Heggadadevankote,Krishnaraja PS,Public Order,Rioting,Medium,Charge Sheet Filed,Yes,ACT001,SEC018
CR010697,2025-01-31 12:50:23,Bengaluru Urban,Anekal,Bommanahalli PS,Property Crime,Vehicle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR010698,2025-01-10 00:55:08,Bengaluru South,Kanakapura,Ramanagara Traffic PS,Crime Against Women,Sexual Harassment,High,Closed,Yes,ACT001,SEC007
CR010699,2025-11-24 12:41:23,Belagavi,Khanapur,Soundatti PS,Public Order,Illegal Gambling,Medium,Under Investigation,No,ACT007,SEC016
CR010700,2024-09-26 14:38:35,Belagavi,Athni,Gokak Rural PS,Crime Against Women,Domestic Violence,High,Charge Sheet Filed,Yes,ACT001,SEC012
CR010701,2025-01-22 17:28:55,Koppal,Karatagi,Gangavathi Traffic PS,Economic Crime,Financial Fraud,Medium,Under Investigation,Yes,ACT002,SEC014
CR010702,2024-10-11 08:48:47,Hassan,Arsikere,Pension Mohalla PS,Property Crime,Chain Snatching,Medium,Closed,Yes,ACT001,SEC004
CR010703,2024-12-13 12:31:47,Kodagu,Somvarpet,Shanivarasanthe PS,Economic Crime,Cheating,Medium,Charge Sheet Filed,Yes,ACT001,SEC005
CR010704,2024-08-21 09:48:11,Tumakuru,Pavagada,Chandrashekarpura PS,Cyber Crime,OTP Scam,Medium,Under Investigation,Yes,ACT002,SEC009
CR010705,2025-12-08 23:42:22,Davanagere,Nyamathi,Davanagere Extention PS,Cyber Crime,Phishing,Medium,Pending Trial,Yes,ACT002,SEC009
CR010706,2025-04-05 14:58:05,Bengaluru Rural,Nelamangala,Bengaluru Dist Women PS,Public Order,Illegal Liquor,Medium,Pending Trial,No,ACT004,SEC017
CR010707,2025-10-12 01:47:32,Dharwad,Dharwad,Dharwad CEN Crime PS,Property Crime,Vehicle Theft,Medium,Under Investigation,No,ACT001,SEC003
CR010708,2025-08-11 17:37:36,Mysuru,Heggadadevankote,Hebbal PS,Cyber Crime,Phishing,Medium,Closed,Yes,ACT002,SEC009
CR010709,2026-05-10 23:28:15,Hassan,Alur,Dudda PS,Property Crime,Vehicle Theft,Medium,Pending Trial,Yes,ACT001,SEC003
CR010710,2024-11-30 19:40:10,Kolar,Mulbagal,Mulbagal Rural PS,Crime Against Women,Domestic Violence,High,Charge Sheet Filed,Yes,ACT001,SEC012
CR010711,2024-09-29 14:42:07,Kolar,Mulbagal,Champion Reefs PS,Rural Crime,Crop Theft,Medium,Pending Trial,Yes,ACT001,SEC020
CR010712,2025-05-08 13:51:03,Bengaluru South,Ramanagara,Ramanagara Town PS,Rural Crime,Cattle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC019
CR010713,2024-10-17 15:08:30,Ballari,Sandur,Bellary Traffic PS,Violent Crime,Assault,Critical,Pending Trial,Yes,ACT001,SEC006
CR010714,2024-09-24 20:34:30,Tumakuru,Sira,Tavarekere PS,Public Order,Rioting,Medium,Under Investigation,Yes,ACT001,SEC018
CR010715,2025-05-31 23:02:13,Mandya,Nagamangala,Arakere PS,Crime Against Women,Stalking,High,Closed,Yes,ACT001,SEC013
CR010716,2025-07-22 07:06:43,Bengaluru Urban,Anekal,Beguru PS,Economic Crime,Forgery,Medium,Charge Sheet Filed,No,ACT001,SEC015
CR010717,2024-10-16 11:22:14,Shivamogga,Hosanagara,Soraba PS,Cyber Crime,OTP Scam,Medium,Under Investigation,Yes,ACT002,SEC009
CR010718,2024-10-29 11:02:55,Kolar,Bangarapet,Oorgaum PS,Violent Crime,Attempt to Murder,Critical,Charge Sheet Filed,Yes,ACT001,SEC002
CR010719,2025-01-19 09:52:49,Chikkaballapura,Gudibanda,Chelur PS,Violent Crime,Attempt to Murder,Critical,Pending Trial,Yes,ACT001,SEC002
CR010720,2025-11-07 04:44:28,Hassan,Arkalgud,Hirisave PS,Public Order,Rioting,Medium,Charge Sheet Filed,Yes,ACT001,SEC018
CR010721,2025-11-02 19:21:38,Shivamogga,Shikarpur,Hosanagara PS,Rural Crime,Crop Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC020
CR010722,2024-10-31 21:39:02,Bengaluru South,Kanakapura,Bidadi PS,Violent Crime,Murder,Critical,Closed,Yes,ACT001,SEC001
CR010723,2026-01-31 16:43:04,Kodagu,Somvarpet,Ponnampet PS,Property Crime,Vehicle Theft,Medium,Pending Trial,No,ACT001,SEC003
CR010724,2025-05-18 02:04:11,Davanagere,Channagiri,KTJ Nagar PS,Economic Crime,Forgery,Medium,Charge Sheet Filed,Yes,ACT001,SEC015
CR010725,2026-02-01 02:29:29,Hassan,Belur,Hassan Traffic PS,Property Crime,House Burglary,Medium,Pending Trial,Yes,ACT001,SEC003
CR010726,2025-06-09 17:08:07,Chikkaballapura,Chikkaballapura,Nandi Giridhama PS,Rural Crime,Cattle Theft,Medium,Closed,Yes,ACT001,SEC019
CR010727,2026-01-07 05:44:01,Mysuru,Krishnarajanagara,Bilikere PS,Economic Crime,Cheating,Medium,Closed,No,ACT001,SEC005
CR010728,2024-10-09 06:45:03,Davanagere,Nyamathi,Channagiri PS,Crime Against Women,Sexual Harassment,High,Under Investigation,Yes,ACT001,SEC007
CR010729,2024-09-25 16:57:29,Mysuru,Krishnarajanagara,Saragur PS,Rural Crime,Crop Theft,Medium,Closed,Yes,ACT001,SEC020
CR010730,2026-07-19 02:09:47,Haveri,Haveri,Hanagal PS,Crime Against Women,Domestic Violence,High,Charge Sheet Filed,Yes,ACT001,SEC012
CR010731,2025-06-09 09:15:43,Yadgir,Gurmitakal,Shahapur PS,Cyber Crime,OTP Scam,Medium,Closed,No,ACT002,SEC009
CR010732,2025-02-17 09:13:37,Chikkamagaluru,Sringeri,Koppa PS,Rural Crime,Crop Theft,Medium,Under Investigation,Yes,ACT001,SEC020
CR010733,2024-11-07 02:58:05,Vijayapura,Nidagundi,Kalkeri PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR010734,2024-08-29 05:03:46,Kodagu,Somvarpet,Kushalanagar Rural PS,Public Order,Illegal Gambling,Medium,Under Investigation,Yes,ACT007,SEC016
CR010735,2025-09-19 06:24:20,Haveri,Byadgi,Kumarapattanam PS,Cyber Crime,Phishing,Medium,Charge Sheet Filed,No,ACT002,SEC009
CR010736,2025-02-09 02:11:01,Kolar,Mulbagal,Andersonpet PS,Cyber Crime,Phishing,Medium,Pending Trial,Yes,ACT002,SEC009
CR010737,2025-04-10 21:32:10,Vijayapura,Talikoti,Zalaki PS,Property Crime,House Burglary,Medium,Closed,Yes,ACT001,SEC003
CR010738,2024-12-01 17:06:09,Yadgir,Shorapur,Shorapur PS,Property Crime,Vehicle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR010739,2025-07-21 01:30:28,Tumakuru,Turuvekere,Kibbanhalli PS,Cyber Crime,Phishing,Medium,Charge Sheet Filed,No,ACT002,SEC009
CR010740,2025-12-16 08:56:38,Chikkamagaluru,Tarikere,Koppa PS,Economic Crime,Financial Fraud,Medium,Pending Trial,Yes,ACT002,SEC014
CR010741,2026-07-13 16:43:16,Hassan,Sakleshpur,Arasikere Rural PS,Violent Crime,Murder,Critical,Charge Sheet Filed,Yes,ACT001,SEC001
CR010742,2024-11-07 22:38:11,Bengaluru Rural,Doddaballapura,Dobbespet PS,Public Order,Illegal Liquor,Medium,Under Investigation,Yes,ACT004,SEC017
CR010743,2025-12-26 02:52:16,Chikkamagaluru,Chikkamagaluru,Jayapura PS,Property Crime,Chain Snatching,Medium,Charge Sheet Filed,No,ACT001,SEC004
CR010744,2024-11-20 01:48:02,Hassan,Belur,Nuggehalli PS,Cyber Crime,Phishing,Medium,Under Investigation,No,ACT002,SEC009
CR010745,2026-01-12 20:09:28,Bengaluru Rural,Doddaballapura,Thirumalashettahalli PS,Economic Crime,Cheating,Medium,Pending Trial,Yes,ACT001,SEC005
CR010746,2026-07-16 22:04:23,Bengaluru Urban,Bengaluru East,Jayaprakash Nagar PS,Property Crime,House Burglary,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR010747,2025-06-11 14:04:42,Tumakuru,Tiptur,Tumkur Traffic PS,Violent Crime,Robbery,Critical,Charge Sheet Filed,Yes,ACT001,SEC004
CR010748,2025-06-05 15:19:00,Vijayanagara,Kotturu,Brucepet PS,Violent Crime,Murder,Critical,Pending Trial,Yes,ACT001,SEC001
CR010749,2026-07-12 07:51:37,Mandya,Maddur,K.R. Sagar PS,Property Crime,House Burglary,Medium,Closed,Yes,ACT001,SEC003
CR010750,2026-02-11 03:59:13,Chitradurga,Chitradurga,Srirampura PS,Cyber Crime,Phishing,Medium,Closed,Yes,ACT002,SEC009
CR010751,2025-11-09 15:50:33,Bengaluru Urban,Anekal,Byappanahalli PS,Violent Crime,Robbery,Critical,Pending Trial,Yes,ACT001,SEC004
CR010752,2025-03-09 14:05:47,Mandya,Nagamangala,Halagur PS,Crime Against Women,Stalking,High,Under Investigation,Yes,ACT001,SEC013
CR010753,2026-04-17 19:20:00,Yadgir,Shorapur,Hunasagi PS,Crime Against Women,Domestic Violence,High,Under Investigation,Yes,ACT001,SEC012
CR010754,2026-05-10 18:43:13,Bengaluru Urban,Yelahanka,Cottonpet PS,Property Crime,Vehicle Theft,Medium,Pending Trial,Yes,ACT001,SEC003
CR010755,2024-11-21 01:06:57,Davanagere,Harihar,Basavapatna PS,Crime Against Women,Stalking,High,Charge Sheet Filed,Yes,ACT001,SEC013
CR010756,2025-09-13 17:39:55,Tumakuru,Sira,Chikkanayakanahalli PS,Public Order,Rioting,Medium,Under Investigation,Yes,ACT001,SEC018
CR010757,2024-09-29 17:24:57,Belagavi,Ramdurg,Mudalgi PS,Rural Crime,Crop Theft,Medium,Pending Trial,Yes,ACT001,SEC020
CR010758,2026-06-09 00:14:11,Kalaburagi,Kalagi,Kalagi PS,Rural Crime,Sand Mining,Medium,Charge Sheet Filed,No,ACT001,SEC021
CR010759,2026-05-30 15:12:39,Davanagere,Harihar,Honnali PS,Crime Against Women,Stalking,High,Closed,Yes,ACT001,SEC013
CR010760,2025-08-01 06:03:15,Kolar,Malur,Budikote Police Station,Public Order,Rioting,Medium,Under Investigation,Yes,ACT001,SEC018
CR010761,2026-05-12 22:16:42,Bengaluru Rural,Hosakote,Anugondanahalli PS,Violent Crime,Assault,Critical,Pending Trial,Yes,ACT001,SEC006
CR010762,2025-12-18 22:39:53,Mysuru,Heggadadevankote,Devaraja PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR010763,2025-11-25 21:28:32,Raichur,Devadurga,Raichur Traffic PS,Property Crime,Chain Snatching,Medium,Closed,Yes,ACT001,SEC004
CR010764,2024-12-20 19:18:57,Haveri,Shiggaon,Bankapura PS,Public Order,Illegal Gambling,Medium,Pending Trial,No,ACT007,SEC016
CR010765,2025-10-12 13:49:44,Koppal,Yelbarga,Kushtagi PS,Economic Crime,Forgery,Medium,Closed,Yes,ACT001,SEC015
CR010766,2025-08-13 01:09:59,Tumakuru,Tumakuru,Chikkanayakanahalli PS,Public Order,Rioting,Medium,Under Investigation,Yes,ACT001,SEC018
CR010767,2024-10-24 05:59:31,Hassan,Hassan,Hassan Extn. PS,Rural Crime,Crop Theft,Medium,Charge Sheet Filed,No,ACT001,SEC020
CR010768,2024-10-31 13:40:10,Vijayanagara,Kotturu,Bellary Rural PS,Rural Crime,Cattle Theft,Medium,Pending Trial,Yes,ACT001,SEC019
CR010769,2025-02-11 02:24:57,Davanagere,Channagiri,Gandhi Nagar PS,Property Crime,Chain Snatching,Medium,Pending Trial,Yes,ACT001,SEC004
