investigation_id,case_id,investigating_officer_id,investigation_start_date,investigation_end_date,investigation_status,evidence_collected,witness_count,forensic_required,forensic_completed,remarks
INV003010,CR003010,EMP006300,2024-08-14,2024-11-14,Completed,Yes,3,No,No,Investigation completed successfully.
INV003011,CR003011,EMP006706,2025-10-10,2026-02-10,Completed,No,8,No,No,Witness statements recorded.
INV003012,CR003012,EMP006959,2025-05-29,,Ongoing,Yes,0,No,No,Evidence collection in progress.
INV003013,CR003013,EMP003868,2026-03-14,2026-07-09,Closed,Yes,7,No,No,Case closed due to insufficient evidence.
INV003014,CR003014,EMP004743,2026-03-30,2026-06-29,Closed,Yes,6,No,No,Complaint found to be false.
INV003015,CR003015,EMP004692,2025-11-12,,Ongoing,Yes,4,Yes,Yes,Additional witnesses being examined.
INV003016,CR003016,EMP008225,2025-01-12,2025-03-19,Completed,Yes,0,No,No,Investigation completed successfully.
INV003017,CR003017,EMP003615,2026-03-22,2026-05-12,Completed,Yes,5,No,No,Witness statements recorded.
INV003018,CR003018,EMP002423,2026-02-02,2026-03-25,Completed,Yes,5,Yes,Yes,Charge sheet preparation underway.
INV003019,CR003019,EMP004757,2026-03-08,2026-03-28,Closed,Yes,5,No,No,Case closed due to insufficient evidence.
INV003020,CR003020,EMP009421,2025-10-20,2026-01-23,Completed,Yes,5,No,No,Investigation completed successfully.
INV003021,CR003021,EMP006773,2024-12-25,2025-01-29,Completed,Yes,0,Yes,Yes,Investigation completed successfully.
INV003022,CR003022,EMP003333,2025-10-10,,Ongoing,Yes,4,No,No,Additional witnesses being examined.
INV003023,CR003023,EMP003270,2026-06-24,2026-09-25,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV003024,CR003024,EMP007843,2026-01-09,2026-05-16,Completed,Yes,5,No,No,Evidence verified and case completed.
INV003025,CR003025,EMP001320,2026-06-13,2026-07-16,Completed,Yes,3,No,No,Witness statements recorded.
INV003026,CR003026,EMP001090,2024-11-05,,Ongoing,Yes,3,No,No,Evidence collection in progress.
INV003027,CR003027,EMP006177,2026-03-20,2026-09-04,Completed,Yes,4,No,No,Witness statements recorded.
INV003028,CR003028,EMP004104,2025-11-13,2026-03-20,Completed,Yes,7,No,No,Evidence verified and case completed.
INV003029,CR003029,EMP001412,2024-10-08,2025-01-07,Completed,No,4,No,No,Witness statements recorded.
INV003030,CR003030,EMP000719,2025-03-20,2025-07-02,Completed,Yes,6,Yes,Yes,Charge sheet preparation underway.
INV003031,CR003031,EMP003150,2025-11-20,2026-03-14,Closed,Yes,5,No,No,Complaint found to be false.
INV003032,CR003032,EMP008657,2025-02-26,,Ongoing,Yes,4,Yes,Yes,Evidence collection in progress.
INV003033,CR003033,EMP008500,2026-02-07,2026-05-01,Completed,Yes,10,No,No,Charge sheet preparation underway.
INV003034,CR003034,EMP004743,2026-03-14,2026-08-02,Completed,Yes,10,No,No,Evidence verified and case completed.
INV003035,CR003035,EMP008171,2026-01-06,,Ongoing,Yes,0,No,No,Awaiting forensic report.
INV003036,CR003036,EMP000872,2025-08-17,2025-09-07,Closed,Yes,2,No,No,Investigation closed after verification.
INV003037,CR003037,EMP009270,2025-04-19,2025-05-09,Completed,Yes,8,Yes,Yes,Charge sheet preparation underway.
INV003038,CR003038,EMP006016,2026-05-29,2026-07-24,Closed,Yes,5,No,No,Investigation closed after verification.
INV003039,CR003039,EMP007723,2026-07-08,2026-10-28,Closed,No,5,Yes,Yes,Complaint found to be false.
INV003040,CR003040,EMP005054,2026-05-03,,Ongoing,Yes,0,Yes,Yes,Awaiting forensic report.
INV003041,CR003041,EMP004933,2025-12-25,2026-04-13,Completed,Yes,7,Yes,Yes,Charge sheet preparation underway.
INV003042,CR003042,EMP006623,2025-10-25,2026-03-03,Closed,Yes,2,No,No,Case closed due to insufficient evidence.
INV003043,CR003043,EMP003302,2025-01-25,2025-03-22,Closed,Yes,9,Yes,Yes,Case closed due to insufficient evidence.
INV003044,CR003044,EMP001810,2025-06-10,2025-07-03,Completed,Yes,8,Yes,Yes,Witness statements recorded.
INV003045,CR003045,EMP008515,2026-06-24,2026-10-05,Completed,Yes,5,No,No,Witness statements recorded.
INV003046,CR003046,EMP004651,2025-06-30,2025-07-26,Completed,Yes,5,Yes,Yes,Charge sheet preparation underway.
INV003047,CR003047,EMP004701,2026-03-01,2026-05-21,Completed,Yes,0,No,No,Witness statements recorded.
INV003048,CR003048,EMP004097,2026-02-20,2026-03-20,Completed,Yes,2,No,No,Charge sheet preparation underway.
INV003049,CR003049,EMP004873,2026-06-09,2026-09-01,Completed,Yes,5,No,No,Evidence verified and case completed.
INV003050,CR003050,EMP007981,2024-10-04,2025-01-09,Completed,Yes,3,Yes,Yes,Charge sheet preparation underway.
INV003051,CR003051,EMP006113,2025-03-07,2025-05-20,Closed,Yes,1,No,No,Case closed due to insufficient evidence.
INV003052,CR003052,EMP003255,2025-01-22,,Ongoing,Yes,0,No,No,Additional witnesses being examined.
INV003053,CR003053,EMP000058,2026-02-16,2026-05-29,Completed,No,5,Yes,Yes,Evidence verified and case completed.
INV003054,CR003054,EMP004947,2024-08-14,,Ongoing,No,9,No,No,Awaiting forensic report.
INV003055,CR003055,EMP006236,2025-11-08,2026-04-06,Completed,Yes,7,No,No,Evidence verified and case completed.
INV003056,CR003056,EMP001531,2024-08-22,2025-02-15,Completed,No,5,No,No,Investigation completed successfully.
INV003057,CR003057,EMP006022,2024-09-18,2024-12-09,Closed,No,5,Yes,Yes,Investigation closed after verification.
INV003058,CR003058,EMP005824,2026-03-05,2026-08-23,Completed,Yes,4,Yes,Yes,Investigation completed successfully.
INV003059,CR003059,EMP004941,2026-03-23,,Ongoing,Yes,6,No,No,Investigation in progress.
INV003060,CR003060,EMP008572,2024-10-13,,Ongoing,Yes,5,Yes,Yes,Evidence collection in progress.
INV003061,CR003061,EMP000455,2026-05-27,2026-06-25,Completed,No,9,No,No,Charge sheet preparation underway.
INV003062,CR003062,EMP001188,2024-09-28,2025-01-13,Closed,Yes,4,Yes,Yes,Complaint found to be false.
INV003063,CR003063,EMP003298,2024-12-19,2025-04-05,Completed,Yes,0,No,No,Charge sheet preparation underway.
INV003064,CR003064,EMP009212,2024-09-07,2024-12-25,Completed,Yes,10,No,No,Charge sheet preparation underway.
INV003065,CR003065,EMP005454,2024-10-17,2025-04-02,Completed,Yes,3,Yes,Yes,Charge sheet preparation underway.
INV003066,CR003066,EMP000834,2025-12-22,2026-02-13,Closed,No,5,No,No,Case closed due to insufficient evidence.
INV003067,CR003067,EMP003266,2026-04-29,2026-06-12,Completed,Yes,10,No,No,Witness statements recorded.
INV003068,CR003068,EMP008191,2025-06-23,2025-11-26,Completed,Yes,8,No,No,Charge sheet preparation underway.
INV003069,CR003069,EMP003316,2025-02-07,2025-04-07,Completed,Yes,7,Yes,Yes,Witness statements recorded.
INV003070,CR003070,EMP005186,2025-12-06,,Ongoing,Yes,7,No,No,Investigation in progress.
INV003071,CR003071,EMP006835,2025-12-07,2026-04-22,Completed,Yes,3,No,No,Investigation completed successfully.
INV003072,CR003072,EMP006487,2025-02-17,2025-07-20,Completed,Yes,1,No,No,Investigation completed successfully.
INV003073,CR003073,EMP009978,2025-11-07,,Ongoing,Yes,10,Yes,Yes,Evidence collection in progress.
INV003074,CR003074,EMP008655,2025-01-29,2025-06-23,Completed,Yes,5,No,No,Witness statements recorded.
INV003075,CR003075,EMP004393,2024-07-30,,Ongoing,Yes,3,No,No,Additional witnesses being examined.
INV003076,CR003076,EMP000755,2024-10-25,2025-01-12,Completed,Yes,2,No,No,Investigation completed successfully.
INV003077,CR003077,EMP007152,2026-01-16,,Ongoing,Yes,9,No,No,Evidence collection in progress.
INV003078,CR003078,EMP001639,2026-05-03,,Ongoing,Yes,10,No,No,Investigation in progress.
INV003079,CR003079,EMP005350,2025-08-18,2025-10-31,Closed,Yes,4,No,No,Case closed due to insufficient evidence.
INV003080,CR003080,EMP005367,2024-12-14,2025-04-19,Completed,Yes,4,No,No,Investigation completed successfully.
INV003081,CR003081,EMP006784,2025-07-16,,Ongoing,Yes,1,No,No,Investigation in progress.
INV003082,CR003082,EMP007157,2025-11-19,2026-04-21,Closed,Yes,5,No,No,Complaint found to be false.
INV003083,CR003083,EMP003626,2024-07-12,2024-07-29,Closed,Yes,3,Yes,No,Investigation closed after verification.
INV003084,CR003084,EMP004865,2024-09-27,2025-02-25,Closed,Yes,5,No,No,Case closed due to insufficient evidence.
INV003085,CR003085,EMP007121,2025-12-31,2026-06-09,Closed,Yes,9,No,No,Complaint found to be false.
INV003086,CR003086,EMP003333,2025-05-30,2025-10-14,Closed,Yes,5,No,No,Investigation closed after verification.
INV003087,CR003087,EMP009154,2025-07-18,2025-12-10,Closed,Yes,4,No,No,Case closed due to insufficient evidence.
INV003088,CR003088,EMP003296,2024-08-17,,Ongoing,Yes,4,No,No,Investigation in progress.
INV003089,CR003089,EMP005752,2024-07-18,,Ongoing,Yes,4,No,No,Additional witnesses being examined.
INV003090,CR003090,EMP006550,2025-05-07,2025-06-22,Completed,Yes,4,No,No,Evidence verified and case completed.
INV003091,CR003091,EMP009224,2025-04-15,,Ongoing,Yes,5,Yes,Yes,Awaiting forensic report.
INV003092,CR003092,EMP003267,2025-06-24,2025-10-11,Completed,Yes,7,Yes,Yes,Witness statements recorded.
INV003093,CR003093,EMP005528,2024-11-16,2025-02-01,Closed,Yes,5,No,No,Investigation closed after verification.
INV003094,CR003094,EMP001682,2024-08-26,2024-10-23,Completed,Yes,3,Yes,Yes,Investigation completed successfully.
INV003095,CR003095,EMP001088,2025-01-06,2025-05-29,Completed,Yes,9,No,No,Evidence verified and case completed.
INV003096,CR003096,EMP000838,2025-09-28,2025-10-28,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV003097,CR003097,EMP007344,2025-12-16,2026-05-09,Closed,Yes,3,Yes,Yes,Complaint found to be false.
INV003098,CR003098,EMP005066,2025-11-03,2025-12-27,Completed,Yes,7,No,No,Evidence verified and case completed.
INV003099,CR003099,EMP001335,2025-10-21,2025-11-10,Closed,Yes,5,No,No,Investigation closed after verification.
INV003100,CR003100,EMP008534,2025-04-04,2025-08-04,Completed,Yes,5,No,No,Investigation completed successfully.
INV003101,CR003101,EMP000887,2025-08-26,,Ongoing,Yes,3,Yes,Yes,Evidence collection in progress.
INV003102,CR003102,EMP008650,2025-01-29,2025-02-26,Closed,Yes,3,No,No,Complaint found to be false.
INV003103,CR003103,EMP007155,2024-12-21,2025-04-21,Closed,Yes,5,No,No,Complaint found to be false.
INV003104,CR003104,EMP007084,2025-11-10,2026-03-30,Completed,No,4,No,No,Witness statements recorded.
INV003105,CR003105,EMP006806,2025-11-11,2026-03-17,Completed,Yes,5,Yes,No,Witness statements recorded.
INV003106,CR003106,EMP003475,2025-05-03,2025-10-28,Completed,No,10,No,No,Investigation completed successfully.
INV003107,CR003107,EMP004672,2025-02-03,,Ongoing,Yes,7,No,No,Investigation in progress.
INV003108,CR003108,EMP006078,2025-03-27,2025-08-19,Completed,Yes,10,No,No,Investigation completed successfully.
INV003109,CR003109,EMP005705,2025-01-16,2025-05-27,Closed,Yes,6,Yes,Yes,Case closed due to insufficient evidence.
INV003110,CR003110,EMP005113,2025-06-08,2025-09-01,Closed,No,4,Yes,Yes,Complaint found to be false.
INV003111,CR003111,EMP009460,2026-02-14,2026-04-13,Completed,Yes,0,Yes,Yes,Charge sheet preparation underway.
INV003112,CR003112,EMP004846,2025-04-05,2025-06-26,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV003113,CR003113,EMP008524,2025-03-06,2025-08-12,Completed,Yes,5,No,No,Witness statements recorded.
INV003114,CR003114,EMP006666,2025-05-19,,Ongoing,Yes,4,Yes,Yes,Evidence collection in progress.
INV003115,CR003115,EMP003914,2026-02-02,,Ongoing,Yes,6,No,No,Additional witnesses being examined.
INV003116,CR003116,EMP009447,2025-03-28,,Ongoing,Yes,6,No,No,Awaiting forensic report.
INV003117,CR003117,EMP004784,2025-12-29,,Ongoing,Yes,0,No,No,Additional witnesses being examined.
INV003118,CR003118,EMP006634,2025-10-26,2026-03-11,Completed,Yes,7,No,No,Investigation completed successfully.
INV003119,CR003119,EMP008175,2025-12-29,,Ongoing,No,5,No,No,Additional witnesses being examined.
INV003120,CR003120,EMP001637,2025-12-24,2026-05-23,Completed,Yes,4,No,No,Evidence verified and case completed.
INV003121,CR003121,EMP003653,2025-10-16,2026-01-13,Closed,Yes,6,Yes,Yes,Case closed due to insufficient evidence.
INV003122,CR003122,EMP009503,2026-03-03,2026-07-05,Completed,Yes,3,No,No,Investigation completed successfully.
INV003123,CR003123,EMP004705,2025-02-11,2025-03-04,Completed,Yes,0,Yes,No,Charge sheet preparation underway.
INV003124,CR003124,EMP003975,2026-01-02,2026-07-01,Completed,Yes,2,Yes,Yes,Charge sheet preparation underway.
INV003125,CR003125,EMP003311,2024-12-10,2025-02-05,Closed,Yes,5,No,No,Case closed due to insufficient evidence.
INV003126,CR003126,EMP009384,2025-03-23,,Ongoing,Yes,4,No,No,Additional witnesses being examined.
INV003127,CR003127,EMP001667,2025-02-11,2025-04-23,Completed,Yes,9,Yes,Yes,Evidence verified and case completed.
INV003128,CR003128,EMP001654,2025-09-18,2025-11-05,Completed,Yes,6,No,No,Evidence verified and case completed.
INV003129,CR003129,EMP005767,2025-08-01,2025-11-04,Closed,Yes,7,Yes,Yes,Investigation closed after verification.
INV003130,CR003130,EMP003288,2025-07-19,2025-09-25,Closed,No,4,No,No,Complaint found to be false.
INV003131,CR003131,EMP005007,2025-10-05,2026-03-19,Closed,Yes,4,Yes,Yes,Investigation closed after verification.
INV003132,CR003132,EMP004809,2025-01-09,2025-05-02,Closed,No,10,Yes,Yes,Case closed due to insufficient evidence.
INV003133,CR003133,EMP004522,2026-01-22,2026-06-24,Completed,Yes,4,No,No,Witness statements recorded.
INV003134,CR003134,EMP005431,2025-07-31,2025-10-23,Completed,Yes,4,Yes,Yes,Witness statements recorded.
INV003135,CR003135,EMP004556,2024-11-03,,Ongoing,Yes,10,No,No,Awaiting forensic report.
INV003136,CR003136,EMP006073,2026-03-07,2026-04-01,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV003137,CR003137,EMP003362,2025-01-16,2025-05-04,Completed,Yes,0,Yes,Yes,Evidence verified and case completed.
INV003138,CR003138,EMP005225,2025-06-29,,Ongoing,Yes,5,No,No,Awaiting forensic report.
INV003139,CR003139,EMP005114,2025-11-11,,Ongoing,Yes,0,Yes,Yes,Evidence collection in progress.
INV003140,CR003140,EMP003290,2026-06-13,2026-09-13,Completed,Yes,9,Yes,Yes,Witness statements recorded.
INV003141,CR003141,EMP005177,2026-01-04,2026-04-03,Completed,No,7,Yes,Yes,Charge sheet preparation underway.
INV003142,CR003142,EMP001699,2026-03-21,2026-06-13,Closed,Yes,9,No,No,Complaint found to be false.
INV003143,CR003143,EMP000389,2026-07-08,,Ongoing,Yes,9,No,No,Additional witnesses being examined.
INV003144,CR003144,EMP004730,2025-11-14,2026-02-01,Closed,Yes,3,Yes,Yes,Case closed due to insufficient evidence.
INV003145,CR003145,EMP008206,2026-01-29,2026-03-30,Completed,Yes,4,No,No,Witness statements recorded.
INV003146,CR003146,EMP003719,2025-08-25,2025-12-11,Closed,Yes,10,No,No,Case closed due to insufficient evidence.
INV003147,CR003147,EMP003358,2026-07-01,2026-10-16,Completed,Yes,4,Yes,No,Evidence verified and case completed.
INV003148,CR003148,EMP003280,2025-07-04,2025-12-23,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV003149,CR003149,EMP007164,2026-06-28,,Ongoing,Yes,5,No,No,Investigation in progress.
INV003150,CR003150,EMP008292,2025-08-03,2025-09-29,Closed,Yes,8,No,No,Case closed due to insufficient evidence.
INV003151,CR003151,EMP005129,2025-07-31,2026-01-21,Completed,Yes,0,No,No,Charge sheet preparation underway.
INV003152,CR003152,EMP003271,2025-12-12,2026-05-31,Completed,Yes,1,Yes,Yes,Charge sheet preparation underway.
INV003153,CR003153,EMP003289,2025-10-27,,Ongoing,Yes,9,No,No,Additional witnesses being examined.
INV003154,CR003154,EMP003257,2025-04-21,2025-10-01,Completed,Yes,7,No,No,Investigation completed successfully.
INV003155,CR003155,EMP006091,2024-10-06,2024-12-23,Closed,No,4,Yes,Yes,Case closed due to insufficient evidence.
INV003156,CR003156,EMP000890,2025-07-03,,Ongoing,Yes,9,Yes,Yes,Additional witnesses being examined.
INV003157,CR003157,EMP006690,2025-03-24,2025-05-26,Completed,Yes,0,Yes,Yes,Evidence verified and case completed.
INV003158,CR003158,EMP006773,2026-04-01,2026-07-14,Closed,No,10,Yes,No,Investigation closed after verification.
INV003159,CR003159,EMP000261,2025-03-12,,Ongoing,Yes,1,No,No,Evidence collection in progress.
INV003160,CR003160,EMP005405,2024-10-10,,Ongoing,Yes,0,No,No,Investigation in progress.
INV003161,CR003161,EMP003294,2025-05-25,,Ongoing,Yes,7,Yes,Yes,Additional witnesses being examined.
INV003162,CR003162,EMP004973,2026-04-14,2026-05-20,Completed,Yes,8,No,No,Investigation completed successfully.
INV003163,CR003163,EMP008593,2024-11-23,2024-12-15,Completed,Yes,5,No,No,Witness statements recorded.
INV003164,CR003164,EMP006234,2026-05-02,2026-06-09,Completed,Yes,7,Yes,Yes,Witness statements recorded.
INV003165,CR003165,EMP004992,2025-07-16,,Ongoing,Yes,5,No,No,Evidence collection in progress.
INV003166,CR003166,EMP007452,2025-01-26,2025-04-20,Completed,Yes,5,Yes,Yes,Charge sheet preparation underway.
INV003167,CR003167,EMP000450,2025-12-07,2025-12-25,Completed,Yes,8,No,No,Witness statements recorded.
INV003168,CR003168,EMP004889,2025-11-05,2026-02-24,Completed,Yes,4,No,No,Evidence verified and case completed.
INV003169,CR003169,EMP000890,2026-04-16,,Ongoing,Yes,4,No,No,Investigation in progress.
INV003170,CR003170,EMP002428,2025-09-28,2026-01-27,Completed,Yes,4,No,No,Evidence verified and case completed.
INV003171,CR003171,EMP004750,2025-03-11,2025-08-08,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV003172,CR003172,EMP008558,2026-04-19,2026-08-24,Completed,No,4,No,No,Evidence verified and case completed.
INV003173,CR003173,EMP008616,2025-02-20,2025-06-22,Completed,Yes,1,No,No,Witness statements recorded.
INV003174,CR003174,EMP001552,2025-03-20,2025-07-20,Completed,No,4,Yes,Yes,Charge sheet preparation underway.
INV003175,CR003175,EMP003344,2025-01-04,2025-06-26,Completed,Yes,3,Yes,Yes,Charge sheet preparation underway.
INV003176,CR003176,EMP004927,2026-06-02,,Ongoing,Yes,9,No,No,Evidence collection in progress.
INV003177,CR003177,EMP001622,2025-05-01,2025-07-28,Completed,Yes,4,No,No,Witness statements recorded.
INV003178,CR003178,EMP001857,2025-03-04,2025-08-26,Completed,Yes,7,No,No,Investigation completed successfully.
INV003179,CR003179,EMP006113,2025-04-29,2025-07-31,Completed,Yes,6,No,No,Evidence verified and case completed.
INV003180,CR003180,EMP000552,2025-06-14,2025-10-24,Completed,Yes,3,Yes,Yes,Evidence verified and case completed.
INV003181,CR003181,EMP003392,2026-04-07,,Ongoing,Yes,5,No,No,Investigation in progress.
INV003182,CR003182,EMP006127,2026-02-25,,Ongoing,Yes,5,Yes,Yes,Additional witnesses being examined.
INV003183,CR003183,EMP005942,2026-07-02,2026-12-06,Completed,Yes,5,No,No,Witness statements recorded.
INV003184,CR003184,EMP008695,2025-03-29,,Ongoing,Yes,3,Yes,Yes,Evidence collection in progress.
INV003185,CR003185,EMP008359,2025-05-24,2025-09-23,Closed,Yes,4,No,No,Complaint found to be false.
INV003186,CR003186,EMP007842,2026-05-02,2026-09-06,Completed,Yes,5,Yes,Yes,Evidence verified and case completed.
INV003187,CR003187,EMP008574,2025-02-01,,Ongoing,Yes,6,No,No,Evidence collection in progress.
INV003188,CR003188,EMP007801,2024-11-10,2025-01-05,Completed,No,3,No,No,Witness statements recorded.
INV003189,CR003189,EMP003315,2026-01-07,,Ongoing,Yes,5,Yes,Yes,Additional witnesses being examined.
INV003190,CR003190,EMP007681,2024-11-10,2025-01-05,Completed,Yes,9,No,No,Investigation completed successfully.
